Time,Longitude,Latitude,AccelX,AccelY,AccelZ,OrientX,OrientY,OrientZ,MagneticX,MagneticY,MagneticZ,Bearing,Speed,gpsAccuracy,Entropy
1299444915787,-71.06922913,42.35798645,-0.149824,0.313268,10.3787,210.0,-3.0,2.0,5.875,-11.0625,-19.75,72.0703,4.75,6.0,0.924323
1299444916197,-71.06922913,42.35798645,-0.149824,0.313268,10.3787,221.0,-2.0,2.0,7.625,-10.3125,-17.1875,72.0703,4.75,6.0,0.93144
1299444916405,-71.06922913,42.35798645,-0.149824,0.313268,10.3787,227.0,-4.0,1.0,11.0,-10.5625,-16.4375,72.0703,4.75,6.0,0.931829
1299444916613,-71.06917572,42.35800171,-0.149824,0.313268,10.3787,231.0,-3.0,2.0,12.25,-11.8125,-16.1875,71.0156,4.75,6.0,0.997355
1299444921057,-71.06893921,42.35801697,-1.41652,0.190685,10.3106,212.0,-1.0,-4.0,10.1875,-15.625,-19.5,79.1016,4.5,6.0,1.0
1299444933101,-71.06867981,42.35802841,-0.38137,0.463092,9.61597,221.0,-3.0,6.0,6.125,-10.8125,-18.4375,82.2656,-1.0,6.0,1.0
1299444941198,-71.06852722,42.35800934,-0.38137,0.463092,9.61597,205.0,-5.0,-1.0,5.125,-13.875,-26.8125,112.5,-1.0,6.0,1.0
1299445013878,-71.06911469,42.35726166,-2.11115,0.612916,10.0791,176.0,-3.0,-2.0,-1.5,-32.6875,-21.75,160.664,2.5,6.0,0.96369
1299445038078,-71.06949615,42.35723114,-1.87961,-0.38137,10.0791,239.0,-1.0,2.0,42.0625,-27.875,-9.3125,323.789,1.25,4.0,0.957481
1299445070437,-71.06980896,42.35774612,-0.762739,-0.299648,9.69769,231.0,2.0,2.0,31.125,-24.3125,-9.3125,337.852,-1.0,6.0,1.0
1299445074447,-71.06980896,42.35774612,-0.762739,-0.299648,9.69769,231.0,2.0,1.0,30.125,-24.3125,-8.5625,337.852,-1.0,6.0,1.0
1299445090428,-71.06980896,42.35774612,-0.762739,-0.299648,9.69769,231.0,2.0,2.0,31.125,-24.0625,-9.3125,337.852,-1.0,4.0,1.0
1299445094337,-71.06980896,42.35774612,-0.762739,-0.299648,9.69769,232.0,2.0,1.0,31.375,-23.3125,-9.3125,337.852,-1.0,4.0,1.0
1299445106538,-71.06980896,42.35774612,-0.762739,-0.299648,9.69769,234.0,1.0,6.0,33.4375,-23.5625,-15.6875,337.852,-1.0,8.0,1.0
1299445118673,-71.06958771,42.35789490,0.272407,-0.190685,9.72493,224.0,-2.0,-2.0,12.25,-10.5625,-18.6875,81.2109,3.0,6.0,1.0
1299445130904,-71.06897736,42.35798264,-1.72978,-0.149824,10.1063,231.0,-2.0,-1.0,10.6875,-11.0625,-17.9375,79.1016,3.75,4.0,0.992756
1299445150987,-71.06843567,42.35788345,-0.762739,0.422231,10.1063,176.0,1.0,-11.0,2.3125,-27.125,-16.6875,147.656,2.0,6.0,1.0
1299445158977,-71.06838226,42.35775757,-0.762739,0.422231,10.1063,173.0,3.0,-10.0,-1.25,-32.1875,-20.0,163.828,-1.0,6.0,1.0
1299445163076,-71.06838226,42.35774994,-0.762739,0.422231,10.1063,174.0,4.0,-8.0,1.25,-31.6875,-24.5625,163.828,-1.0,6.0,1.0
1299445166882,-71.06837463,42.35774612,-0.762739,0.422231,10.1063,179.0,4.0,-6.0,2.3125,-32.1875,-17.6875,163.828,-1.0,6.0,1.0
1299445169997,-71.06835175,42.35774612,-0.762739,0.422231,10.1063,189.0,6.0,-11.0,10.4375,-36.25,-20.0,163.828,0.5,6.0,1.0
1299445170264,-71.06835175,42.35774612,-0.762739,0.422231,10.1063,187.0,3.0,-13.0,8.1875,-36.5,-24.0625,163.828,0.5,6.0,1.0
1299445170448,-71.06832123,42.35773849,-0.762739,0.422231,10.1063,186.0,7.0,-7.0,5.125,-36.0,-25.8125,163.828,0.75,8.0,1.0
1299445170728,-71.06832123,42.35773849,-0.762739,0.422231,10.1063,184.0,11.0,-4.0,2.3125,-35.5,-25.0625,163.828,0.75,8.0,1.0
1299445170957,-71.06832123,42.35773849,-1.33479,-1.07601,10.1472,180.0,6.0,-7.0,0.5,-36.5,-23.5625,163.828,0.75,8.0,0.987653
1299445171136,-71.06832123,42.35773849,-1.56634,-2.02943,9.2346,176.0,12.0,-9.0,0.5,-35.75,-16.6875,163.828,0.75,8.0,0.907495
1299445171415,-71.06832123,42.35773849,-3.40509,-1.18497,10.0791,176.0,6.0,-19.0,2.3125,-36.75,-14.125,163.828,0.75,8.0,0.912456
1299445171618,-71.06832886,42.35773849,-0.844462,0.762739,9.53424,182.0,-5.0,-5.0,4.5625,-39.3125,-12.125,163.828,-1.0,6.0,0.913132
1299445171847,-71.06832886,42.35773849,-2.02943,-2.64235,10.4196,189.0,14.0,-11.0,8.9375,-39.3125,-11.875,163.828,-1.0,6.0,0.918549
1299445172117,-71.06832886,42.35773849,-2.56063,-3.75922,11.0733,191.0,4.0,-12.0,12.5,-41.0625,-12.375,163.828,-1.0,6.0,0.916421
1299445172298,-71.06832886,42.35773849,-1.94771,-0.272407,10.6103,192.0,-3.0,-16.0,13.5,-43.125,-11.375,163.828,-1.0,6.0,0.925139
1299445172547,-71.06832886,42.35773849,-0.762739,0.313268,9.38442,197.0,17.0,-9.0,16.3125,-40.8125,-13.125,163.828,0.25,6.0,0.925797
1299445172788,-71.06832886,42.35773849,-1.64806,-4.18145,9.38442,197.0,24.0,-9.0,15.8125,-39.0625,-14.6875,163.828,0.25,6.0,0.928492
1299445173007,-71.06832886,42.35773849,-1.03515,0.721878,11.3321,197.0,-4.0,-5.0,15.8125,-42.875,-14.375,163.828,0.25,6.0,0.928722
1299445173220,-71.06832886,42.35773849,-0.531194,0.0817221,10.188,197.0,-1.0,-3.0,15.8125,-42.875,-14.6875,163.828,0.25,6.0,0.927967
1299445173484,-71.06832886,42.35773849,-1.49824,-2.17926,8.53996,197.0,14.0,-10.0,16.0625,-42.625,-13.875,163.828,0.25,6.0,0.935729
1299445173879,-71.06832123,42.35773087,-0.8036,-0.762739,9.42528,198.0,12.0,-7.0,16.5625,-43.875,-13.125,163.828,0.25,8.0,0.930594
1299445174036,-71.06832123,42.35773087,-1.98857,-1.87961,11.264,198.0,9.0,-10.0,18.625,-45.4375,-13.125,163.828,0.25,8.0,0.927756
1299445174311,-71.06832123,42.35773087,-0.844462,-0.149824,9.27546,199.0,1.0,-5.0,19.875,-46.6875,-12.875,163.828,0.25,8.0,0.931116
1299445174447,-71.06829071,42.35773849,-1.37566,-0.762739,10.3378,199.0,4.0,-8.0,19.125,-48.1875,-12.625,163.828,0.5,8.0,0.930691
1299445174774,-71.06829071,42.35773849,-1.26669,-1.37566,9.08477,200.0,9.0,-8.0,21.4375,-46.6875,-11.125,163.828,0.5,8.0,0.929574
1299445175118,-71.06829071,42.35773849,-1.33479,-0.340509,9.91561,200.0,2.0,-8.0,21.4375,-48.75,-11.125,163.828,0.5,8.0,0.926891
1299445175339,-71.06829071,42.35773849,-1.83875,-0.340509,10.8418,200.0,2.0,-10.0,20.125,-49.75,-12.125,163.828,0.5,8.0,0.92453
1299445175583,-71.06829071,42.35774994,-0.721878,-0.108963,8.58082,200.0,1.0,-5.0,20.6875,-48.5,-9.5625,163.828,-1.0,8.0,0.917922
1299445175817,-71.06829071,42.35774994,-2.15201,-0.503953,10.8009,200.0,3.0,-11.0,19.875,-48.5,-10.0625,163.828,-1.0,8.0,0.911563
1299445176007,-71.06829071,42.35774994,-1.6072,-0.108963,9.34356,200.0,1.0,-10.0,19.125,-49.25,-9.5625,163.828,-1.0,8.0,0.915906
1299445176246,-71.06829071,42.35774994,-1.6072,-0.108963,9.34356,200.0,8.0,-10.0,19.875,-49.25,-8.5625,163.828,-1.0,8.0,0.908976
1299445176681,-71.06829071,42.35774994,-1.79789,-0.953424,10.7192,200.0,-6.0,-5.0,20.6875,-47.6875,-7.3125,163.828,0.5,8.0,0.91066
1299445176912,-71.06829071,42.35774994,-1.22583,-0.572055,10.1472,200.0,3.0,-7.0,21.1875,-47.4375,-7.8125,163.828,0.5,8.0,0.91157
1299445177090,-71.06829071,42.35774994,-1.5391,-0.612916,10.0791,200.0,3.0,-9.0,19.875,-47.6875,-7.8125,163.828,0.5,8.0,0.911707
1299445177351,-71.06829071,42.35776138,-1.68892,-0.108963,9.91561,201.0,1.0,-10.0,21.1875,-47.4375,-8.0625,163.828,0.5,8.0,0.914623
1299445177514,-71.06829071,42.35776138,-2.60149,-0.503953,11.1414,201.0,3.0,-13.0,21.1875,-48.1875,-6.8125,163.828,0.5,8.0,0.910636
1299445177790,-71.06829071,42.35776138,-1.49824,-0.299648,10.0382,201.0,2.0,-8.0,20.9375,-47.6875,-7.0625,163.828,0.5,8.0,0.909818
1299445178026,-71.06829071,42.35776138,-1.49824,-0.299648,10.0382,201.0,-10.0,-8.0,21.9375,-48.5,-7.3125,163.828,0.5,8.0,0.909871
1299445178197,-71.06829071,42.35776138,-0.8036,0.422231,9.11201,201.0,-3.0,-5.0,20.9375,-48.1875,-7.8125,163.828,0.5,8.0,0.916806
1299445178480,-71.06829071,42.35776138,-0.926184,-0.299648,10.1472,201.0,2.0,-5.0,21.9375,-48.75,-8.5625,163.828,0.5,8.0,0.926948
1299445178717,-71.06830597,42.35776520,-1.30755,0.0817221,11.1823,201.0,-1.0,-7.0,21.9375,-49.5,-8.3125,163.828,0.5,8.0,0.933977
1299445178898,-71.06830597,42.35776520,-1.49824,0.190685,9.76579,201.0,-1.0,-9.0,21.9375,-48.5,-9.3125,163.828,0.5,8.0,0.929156
1299445179157,-71.06830597,42.35776520,-0.721878,-0.531194,8.53996,201.0,5.0,-8.0,22.9375,-49.25,-9.0625,163.828,0.5,8.0,0.938202
1299445179316,-71.06830597,42.35776520,-2.07029,-0.299648,11.3321,201.0,2.0,-10.0,22.9375,-48.1875,-10.3125,163.828,0.5,8.0,0.934782
1299445179557,-71.06832123,42.35776520,-1.64806,-1.07601,10.1472,201.0,6.0,-9.0,22.1875,-48.5,-11.875,163.828,0.5,8.0,0.93935
1299445179787,-71.06832123,42.35776520,-1.64806,-1.07601,10.1472,201.0,-4.0,-8.0,20.125,-48.1875,-11.875,163.828,0.5,8.0,0.940022
1299445179991,-71.06832123,42.35776520,-1.64806,-1.07601,10.1472,201.0,-1.0,-7.0,21.1875,-48.1875,-10.625,163.828,0.5,8.0,0.936697
1299445180128,-71.06832123,42.35776520,-1.22583,-0.503953,10.3106,201.0,3.0,-7.0,20.6875,-48.5,-10.3125,163.828,0.5,8.0,0.937759
1299445180348,-71.06832123,42.35776520,-2.4108,1.75702,10.8009,201.0,-9.0,-12.0,21.4375,-48.5,-11.125,163.828,0.5,8.0,0.93916
1299445180475,-71.06832123,42.35776520,-2.4108,1.75702,10.8009,201.0,-5.0,-12.0,21.6875,-48.75,-11.125,163.828,0.5,8.0,0.94121
1299445180732,-71.06832123,42.35776520,-1.6072,-1.56634,9.80665,201.0,7.0,-15.0,21.9375,-47.4375,-10.875,163.828,0.5,8.0,0.935026
1299445180978,-71.06832123,42.35776520,-1.6072,-1.56634,9.80665,201.0,-1.0,-11.0,22.1875,-49.25,-11.125,163.828,0.5,8.0,0.933969
1299445181080,-71.06832123,42.35776520,-2.07029,0.422231,8.81236,201.0,-3.0,-13.0,22.6875,-50.0,-11.375,163.828,0.5,8.0,0.932086
1299445181408,-71.06832123,42.35776520,-0.8036,-1.41652,9.04391,201.0,9.0,-5.0,21.1875,-49.25,-12.125,163.828,0.5,8.0,0.935737
1299445181548,-71.06834412,42.35777664,-1.41652,-0.299648,10.3787,201.0,2.0,-8.0,21.4375,-48.5,-12.125,163.828,0.75,8.0,0.937564
1299445183176,-71.06834412,42.35778427,-1.75702,0.340509,10.2697,201.0,-2.0,-11.0,21.1875,-47.6875,-11.875,163.828,0.75,8.0,0.973808
1299445195314,-71.06882477,42.35764313,-1.87961,0.0817221,9.99734,203.0,2.0,-12.0,24.5,-49.0,-8.0625,249.258,1.75,6.0,0.889803
1299445227737,-71.06909943,42.35731125,-1.26669,-0.0817221,10.3378,173.0,-3.0,-5.0,-2.0625,-31.9375,-15.4375,159.609,-1.0,6.0,1.0
1299445235856,-71.06911469,42.35728836,-1.26669,-0.0817221,10.3378,173.0,-3.0,-5.0,-2.8125,-32.1875,-15.9375,159.609,-1.0,6.0,1.0
1299445239907,-71.06911469,42.35728836,-1.26669,-0.0817221,10.3378,173.0,-3.0,-5.0,-2.5625,-32.6875,-15.9375,159.609,-1.0,6.0,1.0
1299445243933,-71.06911469,42.35728836,-1.26669,-0.0817221,10.3378,173.0,-3.0,-5.0,-2.5625,-31.9375,-15.4375,159.609,-1.0,6.0,1.0
1299445260208,-71.06911469,42.35728836,-1.26669,-0.0817221,10.3378,175.0,-3.0,-2.0,-1.0,-32.4375,-19.75,159.609,-1.0,6.0,1.0
1299445280286,-71.06948090,42.35715485,0.108963,-0.844462,9.95647,237.0,3.0,1.0,42.375,-25.3125,-10.625,299.883,0.75,6.0,0.791006
1299445292467,-71.06970978,42.35750961,-0.531194,0.149824,9.91561,233.0,-2.0,2.0,37.5,-26.3125,-12.625,337.852,2.75,6.0,1.0
1299445300396,-71.06983948,42.35774612,0.040861,0.040861,9.95647,236.0,3.0,-2.0,37.25,-21.75,-13.125,344.18,1.5,8.0,0.852684
1299445308427,-71.06987000,42.35779953,0.040861,0.040861,9.95647,256.0,8.0,4.0,31.125,-5.1875,-9.8125,236.25,2.61008,6.0,1.0
1299445312439,-71.06974792,42.35785294,0.040861,0.040861,9.95647,222.0,1.0,-3.0,10.6875,-12.0625,-17.6875,84.0234,2.06155,6.0,1.0
1299445316423,-71.06953430,42.35789108,0.994285,0.422231,9.88837,221.0,-3.0,5.0,8.6875,-12.0625,-20.5,77.6953,3.0,4.0,0.836911
1299445316757,-71.06953430,42.35789108,0.994285,0.422231,9.88837,224.0,2.0,6.0,8.1875,-11.3125,-17.6875,77.6953,3.0,4.0,0.835681
1299445316941,-71.06953430,42.35789108,0.994285,0.422231,9.88837,229.0,-2.0,5.0,11.25,-9.8125,-17.9375,77.6953,3.0,4.0,0.835065
1299445317171,-71.06953430,42.35789108,0.994285,0.422231,9.88837,234.0,-3.0,3.0,10.6875,-11.5625,-21.25,77.6953,3.0,4.0,0.834447
1299445317378,-71.06948090,42.35789490,0.994285,0.422231,9.88837,221.0,3.0,1.0,9.4375,-10.3125,-19.75,79.1016,3.5,4.0,0.833829
1299445317538,-71.06948090,42.35789490,0.994285,0.422231,9.88837,223.0,-4.0,4.0,9.6875,-11.8125,-18.1875,79.1016,3.5,4.0,0.833209
1299445317865,-71.06948090,42.35789490,0.994285,0.422231,9.88837,228.0,-1.0,2.0,9.9375,-11.3125,-18.6875,79.1016,3.5,4.0,0.832588
1299445318088,-71.06948090,42.35789490,0.994285,0.422231,9.88837,223.0,-1.0,4.0,9.4375,-11.3125,-18.1875,79.1016,3.5,4.0,0.831967
1299445318288,-71.06948090,42.35789490,0.994285,0.422231,9.88837,224.0,-2.0,4.0,8.9375,-11.3125,-17.4375,79.1016,3.5,4.0,0.831344
1299445318497,-71.06944275,42.35790253,0.994285,0.422231,9.88837,223.0,-1.0,4.0,8.6875,-11.3125,-17.6875,82.6172,3.25,4.0,0.83072
1299445318708,-71.06944275,42.35790253,0.994285,0.422231,9.88837,223.0,-1.0,3.0,8.6875,-10.3125,-17.9375,82.6172,3.25,4.0,0.84507
1299445318957,-71.06944275,42.35790253,0.994285,0.422231,9.88837,224.0,-2.0,4.0,8.1875,-9.8125,-18.1875,82.6172,3.25,4.0,0.836094
1299445319174,-71.06944275,42.35790253,0.994285,0.422231,9.88837,228.0,-3.0,3.0,8.4375,-9.0625,-17.6875,82.6172,3.25,4.0,0.834239
1299445319384,-71.06939697,42.35792160,0.994285,0.422231,9.88837,231.0,-2.0,4.0,12.25,-12.3125,-15.9375,80.8594,3.25,4.0,1.0
1299445319587,-71.06939697,42.35792160,0.694638,0.190685,8.88047,228.0,-1.0,4.0,12.0,-13.625,-15.1875,80.8594,3.25,4.0,0.905045
1299445319788,-71.06939697,42.35792160,0.531194,1.5391,10.3787,223.0,-8.0,3.0,12.75,-16.6875,-15.9375,80.8594,3.25,4.0,0.739803
1299445319978,-71.06939697,42.35792160,0.694638,0.149824,9.3027,204.0,-1.0,4.0,5.875,-19.75,-14.9375,80.8594,3.25,4.0,0.774074
1299445320131,-71.06939697,42.35792160,-0.0817221,0.0817221,10.3106,194.0,-2.0,5.0,2.0625,-20.25,-15.6875,80.8594,3.25,4.0,0.800158
1299445320427,-71.06933594,42.35793304,-0.0817221,0.0817221,10.3106,192.0,1.0,-1.0,1.25,-3.6875,-16.4375,80.5078,3.75,4.0,0.824099
1299445320737,-71.06933594,42.35793304,-0.0817221,0.0817221,10.3106,213.0,-1.0,-1.0,2.5625,-2.4375,-16.1875,80.5078,3.75,4.0,0.835463
1299445320948,-71.06933594,42.35793304,-0.0817221,0.0817221,10.3106,270.0,-1.0,3.0,14.0,-0.375,-15.1875,80.5078,3.75,4.0,0.854055
1299445321157,-71.06933594,42.35793304,-0.0817221,0.0817221,10.3106,257.0,-2.0,3.0,17.625,-6.25,-15.4375,80.5078,3.75,4.0,0.863949
1299445321368,-71.06927490,42.35792923,-0.0817221,0.0817221,10.3106,243.0,-1.0,3.0,16.3125,-11.3125,-15.6875,82.6172,4.0,4.0,0.873554
1299445321547,-71.06927490,42.35792923,-0.0817221,0.0817221,10.3106,230.0,-3.0,3.0,13.0,-13.875,-16.1875,82.6172,4.0,4.0,0.882888
1299445321728,-71.06927490,42.35792923,-0.0817221,0.0817221,10.3106,222.0,-3.0,3.0,10.6875,-15.375,-18.6875,82.6172,4.0,4.0,0.891964
1299445321948,-71.06927490,42.35792923,-0.0817221,0.0817221,10.3106,215.0,-2.0,3.0,7.375,-13.375,-20.75,82.6172,4.0,4.0,0.900797
1299445322353,-71.06927490,42.35792923,-0.0817221,0.0817221,10.3106,214.0,-1.0,3.0,6.875,-11.3125,-19.0,82.6172,4.0,4.0,0.914747
1299445322567,-71.06921387,42.35793686,-0.0817221,0.0817221,10.3106,221.0,-1.0,3.0,8.9375,-10.0625,-17.4375,81.2109,4.25,6.0,0.92346
1299445322777,-71.06921387,42.35793686,-0.0817221,0.0817221,10.3106,227.0,-1.0,3.0,11.25,-10.8125,-15.4375,81.2109,4.25,6.0,0.997784
1299445322982,-71.06921387,42.35793686,-0.0817221,0.0817221,10.3106,228.0,-1.0,3.0,12.25,-12.625,-16.1875,81.2109,4.25,6.0,0.99997
1299445323187,-71.06921387,42.35793686,-0.108963,0.762739,10.3378,227.0,-4.0,-1.0,12.25,-13.875,-16.4375,81.2109,4.25,6.0,0.98827
1299445323392,-71.06921387,42.35793686,0.272407,1.94771,12.5307,221.0,-9.0,1.0,11.75,-15.375,-16.6875,81.2109,4.25,6.0,0.926527
1299445323603,-71.06915283,42.35794830,0.762739,0.0,8.73064,220.0,-1.0,5.0,10.4375,-15.625,-16.6875,80.8594,4.75,6.0,0.928975
1299445323815,-71.06915283,42.35794830,-0.340509,-0.503953,10.4196,212.0,-1.0,2.0,8.1875,-15.875,-18.1875,80.8594,4.75,6.0,0.935359
1299445323938,-71.06915283,42.35794830,-0.340509,-0.503953,10.4196,212.0,-3.0,-1.0,8.9375,-14.875,-17.9375,80.8594,4.75,6.0,0.936558
1299445324224,-71.06915283,42.35794830,-0.340509,-0.503953,10.4196,210.0,-3.0,-1.0,8.4375,-15.625,-18.1875,80.8594,4.75,6.0,0.93776
1299445324427,-71.06908417,42.35795975,-0.340509,-0.503953,10.4196,211.0,-2.0,-1.0,8.9375,-13.625,-19.25,81.2109,4.5,6.0,0.938964
1299445324567,-71.06908417,42.35795975,-0.340509,-0.503953,10.4196,219.0,-3.0,-1.0,10.4375,-12.625,-19.25,81.2109,4.5,6.0,0.94017
1299445324836,-71.06908417,42.35795975,-0.340509,-0.503953,10.4196,221.0,-3.0,-1.0,11.5,-11.8125,-19.25,81.2109,4.5,6.0,0.941378
1299445325038,-71.06908417,42.35795975,-0.340509,-0.503953,10.4196,236.0,-2.0,-1.0,15.5625,-10.3125,-16.4375,81.2109,4.5,6.0,0.942588
1299445325247,-71.06908417,42.35795975,-0.340509,-0.503953,10.4196,236.0,-2.0,1.0,13.5,-10.0625,-15.9375,81.2109,4.5,6.0,0.9454
1299445325453,-71.06903076,42.35798264,-0.340509,-0.503953,10.4196,236.0,-3.0,2.0,13.0,-10.5625,-16.1875,76.2891,4.5,6.0,0.946514
1299445325660,-71.06903076,42.35798264,-0.340509,-0.503953,10.4196,235.0,-2.0,3.0,11.5,-10.5625,-16.6875,76.2891,4.5,6.0,0.947629
1299445325867,-71.06903076,42.35798264,-0.340509,-0.503953,10.4196,230.0,-2.0,3.0,10.4375,-11.0625,-17.1875,76.2891,4.5,6.0,0.948746
1299445326072,-71.06903076,42.35798264,-0.340509,-0.503953,10.4196,231.0,-1.0,3.0,11.5,-11.0625,-17.1875,76.2891,4.5,6.0,0.94722
1299445326275,-71.06903076,42.35798264,-0.340509,-0.503953,10.4196,227.0,-1.0,3.0,11.5,-11.0625,-16.9375,76.2891,4.5,6.0,0.945678
1299445328718,-71.06886292,42.35801315,-0.926184,0.463092,10.4604,225.0,-2.0,2.0,11.5,-12.625,-15.9375,75.2344,4.0,6.0,0.996877
