Time,Longitude,Latitude,AccelX,AccelY,AccelZ,OrientX,OrientY,OrientZ,MagneticX,MagneticY,MagneticZ,Bearing,Speed,gpsAccuracy,Entropy
1311278947660,-71.07282197,42.38443499,0.844509636,1.4065E-05,10.10635496,32.00632505,-0.999849918,5.000532263,-6.686909942,14.37522806,8.750722262,12.30945205,11.50020554,2.000026137,0.883859875
1311278950561,-71.07366042,42.38511377,-0.995969004,0.459695317,9.040554673,165.60955,-2.890211045,-6.280902815,-10.37456496,-48.43494044,-21.87387796,229.6034483,7.700062635,1.732141109,0.937985514
1311278951536,-71.07275362,42.38485367,0.503981413,1.416542084,10.2697596,39.00445835,-7.999646662,3.000498436,-5.93601885,8.626687492,7.751138009,1.761537521,11.25000799,2.0001183,0.844955723
1311278954419,-71.07383649,42.38484708,-1.186628401,1.302508152,9.193784856,169.4471514,-7.999905738,-7.296762875,-5.123632193,-55.87499664,-21.87376077,205.3092111,8.600045405,1.500037915,0.94486114
1311278955746,-71.07286813,42.38520728,0.149869487,2.070365617,9.956491846,94.01022583,-11.99962911,1.000134464,-21.74856702,-4.872400094,-9.999761226,337.151517,9.500213175,3.000133298,0.881922124
1311278958635,-71.07395825,42.38453647,-0.190640357,-1.339858985,9.345272338,150.5696322,8.172081074,-1.140147567,-17.68722741,-14.31175451,-4.623643048,197.2080362,8.700223391,1.732178919,0.98493383
1311278959611,-71.07331052,42.38527832,0.340596052,1.648067383,9.724957564,112.0075381,-9.999635582,2.00018836,-27.06220352,-9.124428544,8.250203812,276.684246,8.250293881,3.000093541,0.887807245
1311278963496,-71.07366842,42.38507089,1.03522181,0.381453334,10.10630761,98.00300814,-1.999664466,6.000315029,-33.31243623,-6.37234868,9.250021325,216.2145055,7.500146577,2.000131033,0.903192315
1311278967688,-71.07385211,42.38481003,0.803677604,0.381386194,9.956487611,93.01030948,-1.99988595,5.000198124,-37.62439978,-0.374888184,10.25092746,203.9101193,8.500029474,2.000136391,0.793044462
1311278971556,-71.07398179,42.38448613,-2.029367017,-0.04080457,9.95651154,356.0022178,-0.9998142,-11.99981008,5.687919145,30.37606007,-15.74878055,196.5233884,8.000103077,2.00003068,0.974259909
1311278978634,-71.07404995,42.38416844,-1.646324796,0.996027887,8.887349689,135.9124309,-6.281215894,-10.43725837,-28.37446241,-26.87233155,-10.24950507,171.9084703,5.900149436,1.500087837,0.791464273
1311278982510,-71.07392102,42.3839821,0.306472592,2.02948418,9.576844751,125.4844531,-11.93722704,1.797359064,-31.12444125,-26.12269732,-13.68708691,147.007635,8.100122421,1.500004241,0.862475946
1311278986378,-71.07363104,42.38367828,0.0374843,0.383111776,9.690882705,128.8597389,-2.26535436,0.218840188,-33.37479568,-27.31190194,-13.9374335,150.0007817,11.10012726,1.732137188,0.932808915
1311278990588,-71.07327964,42.38312669,-0.076601441,0.880241497,10.22726271,131.828274,-4.92171138,-0.421838568,-40.06109973,-46.31196834,-17.37381587,152.4034399,12.50030598,2.000056987,0.73505425
1311278991558,-71.07402027,42.38410493,0.422319578,0.88533035,9.888426666,3.008152881,-4.999693234,2.000326335,-4.373143577,44.06273959,-4.937245776,163.8356314,7.500148001,2.000065008,0.76504967
1311278994446,-71.07301327,42.38271296,-0.076529796,0.996065589,9.154641373,127.2071839,-6.218614009,-0.484199175,-33.62484926,-29.30981685,-10.499425,154.8083682,13.40013586,1.732144665,0.904434647
1311278995761,-71.07379089,42.38383348,1.266711155,-1.457323488,8.921335347,2.011092015,9.000284597,8.000266628,-1.624970159,46.81332025,-3.686000427,143.0862414,9.250305246,2.000084087,0.914934388
1311278998663,-71.07271455,42.38221795,-0.459648757,1.070937729,9.231205394,126.5042026,-6.624533261,-2.827794296,-36.06098724,-25.12405803,-4.374685004,156.1069326,15.30018726,1.732071347,0.985705537
1311278999626,-71.07345434,42.3834446,-0.040814259,-0.572013,9.575106188,-0.994983899,3.000253818,-0.999922276,-1.62485658,55.31278854,-7.935906068,154.6911668,13.7500804,2.000141748,0.897772655
1311279002522,-71.07237949,42.38167776,-0.343898797,0.956907607,9.46108866,129.8650016,-5.765288935,-2.062074388,-29.37329422,-25.87497081,-13.68673963,156.2096294,16.60002392,2.000094133,0.915763668
1311279003490,-71.07318823,42.38301234,1.144197755,0.340592432,9.27553586,358.0005623,-1.999969416,7.000187253,6.187946776,62.31446411,8.062999,155.3926337,12.00004203,2.000122891,0.907732591
1311279006385,-71.07203558,42.38109421,-0.267221729,0.650393881,9.997382919,130.4061547,-3.718346018,-1.530947303,-32.1247657,-28.06062381,-13.43654205,157.7064723,18.00017001,2.449546463,0.889731561
1311279007706,-71.07295154,42.38260143,0.531232096,-0.231518322,9.656855887,355.0086025,1.000331718,3.000536871,6.187688956,57.31483724,7.81251165,157.5079331,13.25969597,2.000013087,0.881890542
1311279010596,-71.07168444,42.38050863,-0.534593254,0.766167071,8.92480426,133.1005361,-4.906080494,-3.421774225,-29.62465628,-27.31111363,-13.43603594,156.1001731,17.80020116,2.449579549,0.976800628
1311279011573,-71.07262309,42.38206896,0.572120792,-0.272345234,9.616015243,354.0122213,2.000248522,3.000409572,5.689003333,59.56340599,14.25024601,156.0962112,16.25014162,2.000004831,0.874367603
1311279014456,-71.07134856,42.37995285,-0.383013378,-1.149139493,9.423618597,131.9573359,6.953132817,-2.328026676,-29.12455352,-25.87234361,-15.18594882,155.5062414,17.1002199,2.449615586,0.911650465
1311279015785,-71.07230336,42.38151603,0.612953694,0.503965349,9.95647607,351.0090018,-2.999647106,4.000244808,11.18917076,51.56430148,3.562807404,156.4517182,16.75001912,2.000096333,0.901499296
1311279018667,-71.07104354,42.37945565,-0.459619258,1.915435694,9.270391763,127.6959012,-11.65611906,-2.765416455,-27.37331881,-27.81171193,-21.74933969,154.6052226,13.80020086,2.449625084,0.973249173
1311279019664,-71.07195941,42.38093524,0.190756449,-0.503909763,9.956528804,355.0019664,3.00018334,1.000169959,5.688127904,54.56274268,8.313338269,155.750055,17.50025318,6.000076106,0.873120972
1311279022538,-71.0707473,42.37895969,-1.109991452,1.608983126,8.84818529,133.3936954,-10.23435804,-7.046446994,-26.87480458,-27.81247436,-12.93716114,154.3075213,14.90007961,2.449642274,0.92141069
1311279023529,-71.07157786,42.38030428,0.381446219,-0.503931243,9.493387268,355.0006628,3.000303673,2.000475297,2.12665669,51.56333893,6.063418281,155.7489845,18.00020443,3.000149771,0.780999243
1311279026405,-71.07040331,42.37838392,-1.225762323,0.956835836,9.001377045,134.1740829,-6.030777899,-7.718565797,-26.87321837,-27.81034596,-12.93706136,155.4057265,16.80005357,2.000031633,0.917917277
1311279027750,-71.07121944,42.37970907,-1.688882693,-0.190657524,10.52855829,354.008076,1.000334269,-8.999871633,5.689242476,53.56529246,3.563515226,156.453155,18.00020149,6.000104111,0.918866417
1311279030616,-71.07005993,42.37781434,-0.306386687,0.267321515,9.38442791,131.2243218,-1.624841989,-1.874608727,-29.3746232,-27.0620798,-14.93702545,155.2033101,17.90012395,2.000143999,0.976178677
1311279031620,-71.07094563,42.37925004,1.566393387,-0.040813573,9.888444348,356.0093121,-0.99965736,9.00027905,5.937567593,51.31525348,4.563006711,155.3999512,14.25016923,4.000041607,0.885623037
1311279034479,-71.06968566,42.37725274,-1.799542859,0.650438478,9.461084205,134.1025684,-3.85902761,-10.7497598,-26.62470222,-27.31031859,-12.4986285,155.9020668,17.60005543,2.000057527,0.911478873
1311279035840,-71.07063268,42.37879939,0.50400735,0.108986878,10.41960467,353.0034372,-0.999813688,3.000194119,4.876859752,51.81282365,4.563135713,156.8007282,15.7500635,4.000037975,0.790876204
1311279038698,-71.06938831,42.3768068,0.037494428,1.149265736,9.040519799,132.711061,-7.234371334,0.219201073,-27.62321671,-28.31203941,-9.561812421,153.7019378,18.10020456,2.000043064,0.900457306
1311279039701,-71.07031878,42.37824105,0.572111357,0.272491346,9.997343418,355.002733,-1.999726411,3.000381019,6.187637517,51.56268935,3.81380986,158.2067392,16.75776901,4.00000928,0.827619674
1311279042565,-71.0689008,42.37605282,-0.343845614,0.57376923,9.154630619,134.0027435,-3.577617194,-2.156033748,-28.37407064,-28.810915,-10.99984388,155.3024007,18.8002647,1.732170581,0.854471599
1311279043570,-71.06996056,42.37768891,-0.149755972,-0.340476478,10.61032967,355.0059713,2.000182246,-0.999578673,6.688561558,52.56264506,3.813467251,155.0436487,17.5002552,6.000121502,0.923073948
1311279046428,-71.06850315,42.3754121,-0.343897476,0.919400726,9.001371278,133.1642393,-5.82805941,-2.187494192,-28.37335769,-27.56100907,-12.2495855,156.5003322,19.20026951,1.732200381,0.970238611
1311279047786,-71.06958715,42.37707939,0.381448272,0.994349759,9.343608418,353.004896,-5.999623957,2.000359166,5.437987025,50.56393014,6.312651673,156.0998331,18.00017779,6.000016376,0.913969209
1311279050639,-71.06816078,42.37471117,-0.267233289,0.306518186,9.423595842,142.6890179,-1.874750095,-1.624857457,-27.87355837,-40.62349483,-3.187404388,157.1084647,20.40024766,1.732056584,0.955829066
1311279051647,-71.06918234,42.37650008,0.885333051,-0.88527993,9.493436582,349.0092839,5.000136647,5.000527427,12.43813677,61.31514502,15.50131647,152.2321305,18.00030323,3.00003378,0.800802332
1311279054502,-71.06796137,42.37437131,-2.182604873,0.343959945,8.734072553,126.8150399,-2.187016618,-14.01559486,-37.31210362,-24.37403662,-5.874620501,157.4023261,20.40014226,1.732140192,0.867685955
1311279055866,-71.06880114,42.37587903,0.463129148,-0.19060552,9.425331274,351.0043552,1.000200815,3.000407577,11.93776754,63.31508504,12.75150998,156.1004581,19.25025497,2.00015093,0.924358067
1311279058717,-71.06726069,42.3734838,-2.143487392,0.153306315,8.962197271,125.7741457,-0.952821007,-13.43715517,-26.12465371,-23.87374578,-25.43652279,139.6031505,17.80030373,2.000111472,0.927351388
1311279059791,-71.06841978,42.37524058,0.422260723,0.081746697,10.41963341,346.0010922,-0.999732049,2.000047649,13.18924715,64.81466692,5.313208905,156.447991,19.50655294,2.00009493,0.887162746
1311279062581,-71.06656503,42.37312712,-0.306435954,-0.153170861,9.307868902,121.5483654,0.953451093,-1.874668051,-38.8115241,-23.12429709,-13.18680655,126.1033652,16.00028463,2.449568427,0.859361312
1311279063650,-71.06803744,42.37457529,-0.149747571,-0.081715992,5.516304391,343.0019913,1.000447678,-1.999528949,20.25134416,55.06459088,31.75096523,155.3971512,20.50631971,2.000039824,0.740432255
1311279066443,-71.06616959,42.37291833,-0.229758732,-0.306375109,9.193790686,121.0080115,1.906377647,-1.42156657,-38.56092236,-22.18472153,-13.43692917,125.0044335,12.80004356,3.000045073,0.981186859
1311279067863,-71.06762672,42.37391488,-0.081643891,1.729840783,9.765840405,352.006343,-9.999632838,-0.999794546,14.93891173,66.31517815,25.001123,155.0484914,19.75018869,3.000124193,0.84071366
1311279070659,-71.06572585,42.37276775,-0.383020295,0.534629216,9.307872817,121.173398,-3.281027342,-2.343488132,-39.061749,-23.62370261,-12.68694739,126.1014811,6.300006279,3.464173839,0.988808559
1311279071756,-71.06707666,42.37340927,0.081780334,1.116910694,8.812388121,339.0012982,-6.999493537,1.000353178,20.75043971,59.3148207,3.063551088,134.6514673,17.50740937,3.000094573,0.884610464
1311279074531,-71.06555872,42.37268141,-0.306371365,2.412526984,9.154652767,120.5721711,-14.76515685,-1.843240042,-35.31067291,-24.12263398,-10.99841915,122.7066229,4.600114836,2.449626488,0.962136459
1311279075616,-71.06645847,42.37308481,-0.844380739,-0.149812437,10.10635904,349.0059094,1.000375274,-4.999680498,17.00135328,71.56279119,14.50116723,120.9409172,14.7587588,2.00000048,0.919384165
1311279078745,-71.06525323,42.37254473,-0.497085224,0.803670923,9.270410921,122.6048885,-4.95277765,-3.046773283,-34.12469219,-24.37246134,-11.49905319,122.9040087,7.50006163,2.44953282,0.964640581
1311279079833,-71.06595544,42.37285527,-0.694608418,-0.503898811,9.99739868,347.0026088,3.000257001,-3.999524827,16.50057557,72.81266923,12.06363407,121.2897116,10.01265678,2.000047879,0.967595874
1311279082608,-71.06481793,42.37236885,-0.34388212,1.110124652,9.231245773,121.2574919,-6.84370802,-2.124861319,-36.81103003,-23.12203773,-12.49912555,122.7061235,10.20022015,3.464199637,0.956190737
1311279083694,-71.06563561,42.3726974,0.34055096,-0.38128998,9.697707524,347.010595,2.000009847,2.000482384,15.50159766,72.81288262,14.75093039,120.9456131,7.500298055,3.000079342,0.925752753
1311279086471,-71.06428436,42.37210832,-0.267294948,1.110107208,9.270413694,119.7235553,-6.812436645,-1.656121117,-36.81201784,-21.9348722,-12.24954557,124.3054169,12.10001217,3.464170436,0.966264531
1311279087899,-71.06544387,42.37260257,1.648128698,-0.503876327,9.575148031,350.0050589,3.000120658,10.00031692,15.25026242,71.81270679,14.50019681,124.8118196,5.000302909,6.000035545,0.770223007
1311279090682,-71.06380345,42.37184421,-0.766099554,0.306539584,8.694896164,119.5312593,-2.015130677,-5.046658651,-37.06067556,-22.1865534,-13.43693721,122.5002655,12.1001166,2.44955385,0.979401291
1311279091780,-71.06508616,42.37242295,1.035227276,-0.081638308,9.956523629,349.0009571,-0.999907068,6.000116935,16.25045159,69.31515538,14.00019826,125.1584716,10.0125882,6.000117482,0.906602889
1311279094541,-71.06327053,42.37158439,-0.153157253,-0.842749717,9.078025141,117.0425282,5.297378835,-0.952997753,-37.8118447,-18.93596675,-11.24864105,117.3019233,11.70025492,1.732139964,0.960092984
1311279095646,-71.06456719,42.37216023,0.531194126,-0.381284464,9.61600381,349.0110121,2.000326577,3.000061137,17.25044281,70.56345052,12.75160903,125.1598343,12.5001245,3.000090455,0.8917322
1311279098760,-71.06288768,42.37143417,-0.037441419,0.037456017,9.078033398,115.3623803,-0.218704588,-0.218456751,-33.12402736,-15.49717934,-11.24891466,118.4092403,6.600132608,1.500091756,0.979598701
1311279099856,-71.0640866,42.37190969,0.531205336,-0.503873133,9.724966321,348.0076626,3.000362989,3.000401032,18.25146848,71.06454353,12.75014116,124.4576399,12.00006702,2.000047107,0.829776572
